CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas
New York,Cadman Plaza over Brooklyn Bridge to Foley Square,,NY,US,2020-10-16,,,,,,,general protesters,"against racism, for Black empowerment",1,march,,,,,0,1,http://amsterdamnews.com/news/2020/oct/15/million-man-march-commemoration-brooklyn-bridge/,https://twitter.com/protest_nyc/status/1317112645338730499,,,
North Charleston,North Charleston Colesium,,SC,US,2020-10-16,,,,,,,general protesters,"for Republican candidates for office, for Lindsay Graham",2,rally,,,,,1,1,https://wpde.com/news/local/lindsey-graham-to-hold-rally-in-north-charleston-on-friday-10-16-2020,,,,
Ocala,Ocala International Airport,,FL,US,2020-10-16,thousands,2000,,2000,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.mynews13.com/fl/orlando/politics/2020/10/16/president-trump-set-to-hold-maga-rally-in-ocala,https://www.fox35orlando.com/video/861522,,Feat. President Trump,
Ocala,,,FL,US,2020-10-16,,,,,,,general protesters,against President Trump,1,counter-protest,,,,,0,1,https://www.fox35orlando.com/video/861522,,,,
Philadelphia,Independence Mall,,PA,US,2020-10-16,,,,,,,Refuse Fascism Philly; Refuse Fascism,"against President Trump, against fascism",1,rally,,,,,1,1,https://www.facebook.com/events/377496803255181/?event_time_id=377496809921847,,,Trump/Pence out Now,
Pickerington,,,OH,US,2020-10-16,dozens,24,,24,,,general protesters,for racial equity in school board decisions,1,march; rally,,,,,1,1,https://www.nbc4i.com/video/pickerington-students-rally-to-support-equality/5946517/,,,,
Portland,Multnomah County Justice Center,,OR,US,2020-10-16,,,,,,,general protesters,"against racism, against police violence",1,protest,,,,,1,1,https://www.kgw.com/article/news/local/portland-police-to-change-identification-measures-protest-in-north-portland-justice-center/283-2e681fb1-e8b3-4dc2-aab8-da0c252f4d8f,,,,
Portland,Mississippi Ave,,OR,US,2020-10-16,,,,,,,general protesters,"against racism, against eviction",1,sit-in,,,,,0,1,https://www.kgw.com/article/news/local/portland-police-to-change-identification-measures-protest-in-north-portland-justice-center/283-2e681fb1-e8b3-4dc2-aab8-da0c252f4d8f,,,,
Rapid City,Steele Avenue Park,,SD,US,2020-10-16,,,,,,,general protesters,against city's response to homeless people,0,occupation,,,,,1,1,https://www.newscenter1.tv/rcpd-on-scene-of-protest-in-response-to-citys-handling-of-homeless-population/,,,,
Anaheim,Disneyland,,CA,US,2020-10-17,an estimated 40 people,40,,40,,,California Patriot Coalition,for reopening Disneyland and other businesses during the coronavirus pandemic,0,rally,,,,,1,1,https://wdwnt.com/2020/10/open-disneyland-rally-planned-on-october-17th-as-resort-awaits-reopening-guidelines/,https://deadline.com/2020/10/disneyland-employees-allies-rally-outside-the-theme-park-for-reopening-1234599233/,,,
Austin,The Broken Spoke,,TX,US,2020-10-17,,,,,,,general protesters,"for police, for Republican candidates for office",2,rally,,,,,1,1,https://www.kxan.com/news/local/austin/womens-march-and-back-the-blue-rally-take-place-in-austin-as-election-day-looms/,,,,
Barefoot Bay,,,FL,US,2020-10-17,about a dozen supporters,12,,12,,,general protesters,for Joe Biden,1,rally,,,,,1,1,https://www.tcpalm.com/story/news/politics/elections/2020/10/17/womens-march-trump-caravan-coincide-vero-beach/3694551001/,,,,
Barefoot Bay,,,FL,US,2020-10-17,a lone Trump supporter,1,,1,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.tcpalm.com/story/news/politics/elections/2020/10/17/womens-march-trump-caravan-coincide-vero-beach/3694551001/,,,,
Beaver,Beaver County Courthouse,,PA,US,2020-10-17,,,,,,,Steel Valley Patriots,for local police,0,rally,,,,,1,1,https://www.timesonline.com/story/news/2020/10/09/rally-support-local-police-planned-beaver-county-courthouse/5936876002/,,,,
Beckley,Raleigh County Courthouse,,WV,US,2020-10-17,,,,,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,protest,,,,,1,1,https://www.wvnstv.com/local-news-2/peaceful-protest-planned-for-breona-taylor/,,,"Not the Women's March, but planning to connect with it.",
Bethesda,Rockville Pike and Tuckerman Ln,,MD,US,2020-10-17,,,,,,,IATSE Local 868,against layoffs of theater staff during coronavirus pandemic,0,protest,,,,,1,1,https://dcist.com/story/20/10/17/strathmore-music-bethesda-layoffs-union-complaint/,https://bethesdamagazine.com/bethesda-beat/business/theater-union-members-protest-layoffs-strathmore-says-they-were-a-last-resort/,,,
Broken Arrow,to Owasso,,OK,US,2020-10-17,,,,,,,general protesters,for President Trump,2,caravan,,,,,1,1,https://www.krmg.com/news/tulsa-county-republicans-hosting-second-drive-45-rolling-rally-saturday/6C6CMDP6KZH4HD44WKO52Y523Q/,,,Drive for 45,
Burleson,,,TX,US,2020-10-17,,,,,,,general protesters,"against human trafficking, #savethechildren",0,rally,,,,,1,1,https://www.facebook.com/events/2660851444225602/,,,,
Chetek,"Faith Baptist Church, 1475 Railroad Ave",,WI,US,2020-10-17,,,,,,,Barron County Patriots,for police,0,rally,,,,,1,1,https://www.apg-wi.com/rice_lake_chronotype/free/back-the-blue-in-barron-county-rally/article_9aebc20c-0eff-11eb-b9ca-bf31559ed688.html,,,,
Chicago,"Cook County State's Attorney's Office, 69 W Washington St",,IL,US,2020-10-17,,,,,,,Tikkun Chai Inter-National; Chicago Activist Coalition for Justice; Justice for Black Lives; Black Lives Matter in Wheeling; Pilsen-Humboldt Park Anti-Gentrification Group,"against racism, for women's rights, for investigation in unsolved murders of women",1,march; rally,,,,,1,1,https://www.facebook.com/events/1731520317001890/,,,,
Dallas,,,TX,US,2020-10-17,,,,,,,The March for America; Supporters of Dallas Police; Dallas County Republican Party; We Back Blue,for police,2,march,,,,,1,1,https://www.facebook.com/events/1702099776609276/,https://webackblue.com/,,,
Dallas,,,TX,US,2020-10-17,,,,,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.dallasnews.com/news/politics/2019/09/30/donald-trump-coming-to-dallas-oct-17-for-keep-america-great-campaign-rally/,,,,
Des Moines,Iowa State Capitol,,IA,US,2020-10-17,about 75 people,75,,75,,,Des Moines' Selma,"against racism, against police violence, for Black Lives Matter",1,rally,,,,,1,1,https://www.facebook.com/events/348360386172259/,https://www.desmoinesregister.com/story/news/2020/10/17/des-moines-selma-hosts-million-ish-hu-man-march-iowa-state-capitol/3695920001/,,Million-ish (Hu)man March,
Doylestown,,,PA,US,2020-10-17,,,,,,,People 4 Trump,for President Trump,2,car caravan,,,,,1,1,https://patch.com/pennsylvania/doylestown/trump-supporters-stage-road-rally-doylestown,,,,
Dubois,Heindl Memorial Field,,PA,US,2020-10-17,,,,,,,general protesters,"for Democratic candidates for office, for women's rights",1,rally; march,,,,,1,1,https://www.connectradio.fm/2020/10/16/democratic-candidate-rally-in-dubois-this-saturday/,,,,
Eaton,Walmart,,OH,US,2020-10-17,,,,,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.cincinnati.com/story/news/2020/10/15/list-pro-trump-events-near-cincinnati/3657127001/,https://www.facebook.com/events/366750874447508/?active_tab=about,,,
Fairfield,,,ME,US,2020-10-17,,,,,,,general protesters,for maximum sentence in case of driver in fatal car accident,0,protest,,,,,1,1,https://www.centralmaine.com/2020/10/15/family-of-teenager-killed-in-clinton-crash-organize-peaceful-protest/,https://www.wabi.tv/2020/10/17/peaceful-protest-in-fairfield-wants-justice-for-teen-killed-in-crash-last-february/,,,
Glendale,Arrowhead Town Center,,AZ,US,2020-10-17,,,,,,,general protesters,for President Trump,2,drive,,,,,1,1,https://www.facebook.com/events/656126111987632/,,,,
Great Falls,Expo Park,,MT,US,2020-10-17,,,,,,,general protesters,for Democratic candidates for office,1,rally,,,,,1,1,https://www.greatfallstribune.com/story/news/2020/10/16/democrats-have-drive-rally-saturday-expopark/3678873001/,,,,
Hilo,,,HI,US,2020-10-17,150,150,,150,,,general protesters,pro-Trump,2,rally,,,,,0,1,Facebook,,,,
Janesville,Southern WIsconsin Regional Airport,,WI,US,2020-10-17,thousands of Donald Trump's fans,2000,,2000,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.jsonline.com/story/news/politics/elections/2020/10/17/trump-holds-rally-in-janesville-as-cases-of-coronavirus-soar-in-wisconsin/3682015001/,,,Feat. President Trump,
Kettering,Delco Park,,OH,US,2020-10-17,,,,,,,District 10 Indivisible for All,for Joe Biden,1,march,,,,,1,1,https://www.cincinnati.com/story/news/2020/10/15/list-blm-protests-womens-marches-near-cincinnati/3657069001/,https://www.facebook.com/events/333018841131957/,,,
Knoxville,,,TN,US,2020-10-17,dozens of East Tennessee veterans,24,,24,,,veterans,"for patriotism, for camaraderie",0,march,,,,,1,1,https://www.wvlt.tv/2020/10/17/east-tennessee-veterans-march-to-show-american-pride/,,,,
Lansing,Michigan State Capitol,,MI,US,2020-10-17,,,,,,,Unity Coalition,for unity,0,rally,,,,,1,1,https://www.wilx.com/2020/10/17/unity-coalition-holds-rally-to-bring-understanding-among-groups/,,,"Organizing group is connected to Boogaloo Bois. Invited other groups, including BLM, to meet and talk with them.",
Loveland,Springvale Baptist Church,,OH,US,2020-10-17,,,,,,,general protesters,for President Trump,2,parade,,,,,1,1,https://www.cincinnati.com/story/news/2020/10/15/list-pro-trump-events-near-cincinnati/3657127001/,https://www.facebook.com/events/346491869975932/?active_tab=discussion,,,
McDonough,Big Springs Park,,GA,US,2020-10-17,,,,,,,general protesters,for voting rights,1,march,,,,,1,1,https://patch.com/georgia/decatur/amp/cal/20201017/905824/march-for-our-vote,,,,
Memphis,I Am a Man Plaza,,TN,US,2020-10-17,,,,,,,general protesters,for clemency for death row inmate Pervis Payne,0,rally,,,,,1,1,https://www.localmemphis.com/article/news/local/pervis-payne-supporters-to-hold-rally-at-i-am-a-man-plaza-to-stop-his-execution/522-fa443c5f-8e73-4a13-9edc-f94d99925c6f,https://www.fox13memphis.com/news/local/rally-justice-held-case-pervis-payne/6WMXVSY7LBAMXOHTVLMHCHLD4A/,,,
Milford,IHOP,,OH,US,2020-10-17,,,,,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.facebook.com/events/675436110061358?active_tab=about,,,,
Milton,,,FL,US,2020-10-17,,,,,,,We Back Blue,for police,2,rally,,,,,1,1,https://webackblue.com/,,,,
Muskegon,FlyBy,,MI,US,2020-10-17,,,,,,,general protesters,for President Trump,2,rally,,,,,1,1,https://heavy.com/news/trump-ocala-florida-macon-georgia-rally-crowd-photos/,,,Feat. President Trump,
Newark,Martin Luther King Jr. Blvd and State St,,NJ,US,2020-10-17,,,,,,,Homes for All Newark,"for cancelling rent during coronavirus pandemic, for housing justice",0,march,,,,,1,1,https://patch.com/new-jersey/newarknj/calendar/event/20201017/911501/march-for-housing-justice,,,,
New York,"Snug Harbor to Tompkinsville, Staten Island",,NY,US,2020-10-17,approximately 100 Staten Island women,100,,100,,,Staten Island Women Who March,"against racism, against police violence, for justice for Breonna Taylor",1,march,,,,,1,1,https://www.silive.com/news/2020/10/the-beginning-of-a-movement-staten-island-women-march-to-demand-justice-for-breonna-taylor.html,,,,
Northbrook,Triangle Park,,IL,US,2020-10-17,,,,,,,Chinese-Americans,against racism toward Chinese-Americans,1,protest,,,,,1,1,https://patch.com/illinois/northbrook/chinese-americans-plan-protest-coronavirus-sign-northbrook,,,,
Ocean View,Ocean View Town Hall,,DE,US,2020-10-17,,,,,,,Cats Around Town Society,against town ban on feeding feral cats,0,march,,,,,1,1,https://www.coastalpoint.com/news/communities/oceanview/cats-group-to-hold-march-against-feral-cat-feeding-ban/article_70e9fa58-0ef2-11eb-9072-5378844e26c0.html,,,,
Orlando,,,FL,US,2020-10-17,,,,,,,general protesters,"for Joe Biden, for voting rights",1,rally,,,,,1,1,https://www.fox35orlando.com/news/biden-supporters-gather-for-get-out-the-vote-rally-in-orlando,,,,
Philadelphia,Liberty Bell,,PA,US,2020-10-17,,,,,,,Uhuru Solidarity Movement,"for housing for homeless people, for payment of reparations by local universities to African community, for release of Mumia Abu-Jamal, against racism",1,march; rally,,,,,0,1,https://twitter.com/protest_nyc/status/1317137986992164865,,,,
Phoenix,Cholla Library,,AZ,US,2020-10-17,,,,,,,Arizona LD 20 Democrats,"for Black Lives Matter, for voting rights",1,caravan,,,,,1,1,https://www.facebook.com/events/665539011031399,,,,
Plano,Route 34,,TX,US,2020-10-17,,,,,,,general protesters,"for President Trump, for police, for first responders",2,rally,,,,,1,1,http://www.wcsjnews.com/news/wspynews/womens-march-planned-in-oswego-pro-trump-rally-scheduled-in-plano-this-weekend/article_576ca6e9-e323-57c1-9b24-92f86bddf503.html,,,,
Reading,Reading Regional Airport,,PA,US,2020-10-17,"more than 1,000 supporters",1000,,1000,,,general protesters,for President Trump,2,rally,,,,,1,1,https://fusion.inquirer.com/politics/election/mike-pence-reading-pennsylvania-rally-20201017.html,,,Feat. Mike Pence,
Reading,City Park,,PA,US,2020-10-17,about 40 people,40,,40,,,general protesters,"against President Trump, against Mike Pence",1,counter-protest,,,,,0,1,https://www.readingeagle.com/news/local/groups-gather-in-reading-city-park-to-protest-pence-visit/article_2ea76f7e-1094-11eb-9328-9715ad3f41d4.html,,,,
Richland,Hanford High School to Tri-Cities,,WA,US,2020-10-17,approximately 30 vehicles,30,,30,,,general protesters,for Joe Biden,1,rally; caravan,,,,,1,1,https://www.yaktrinews.com/ridin-with-biden-car-rally-met-by-trump-counter-rally-in-tri-cities/,,,,
Richland,Hanford High School,,WA,US,2020-10-17,approximately 30 vehicles as well,30,,30,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.yaktrinews.com/ridin-with-biden-car-rally-met-by-trump-counter-rally-in-tri-cities/,,,,
Roseland,US 1 and Roseland Rd,,FL,US,2020-10-17,a few dozen people,36,,36,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.tcpalm.com/story/news/politics/elections/2020/10/17/womens-march-trump-caravan-coincide-vero-beach/3694551001/,,,,
Saint Paul,Minnesota State Capitol,,MN,US,2020-10-17,,,,,,,Minnesota Trump Victory,"for confirmation of Amy Coney Barrett to U.S. Supreme Court, for President Trump",2,rally,,,,,1,1,https://www.startribune.com/st-paul-rally-calls-for-amy-coney-barrett-to-be-confirmed-anti-nomination-rally-called-off/572782732/,,,,
San Francisco,United Nations Plaza,,CA,US,2020-10-17,,,,,,,#TeamSaveAmerica,"for President Trump, against Twitter, for free speech",2,rally; protest,,,,,1,1,https://www.nbcbayarea.com/news/local/free-speech-rally-twitter-protest-in-san-francisco/2382060/,https://hoodline.com/2020/10/allegedly-planned-free-speech-rally-featuring-qanon-figures-in-dolores-park-has-not-sought-permit,,,
San Francisco,United Nations Plaza,,CA,US,2020-10-17,,,,,,,general protesters,against alt-right,1,counter-protest,,,,,0,1,https://www.nbcbayarea.com/news/local/free-speech-rally-twitter-protest-in-san-francisco/2382060/,,,,
Shaker Heights,Shaker Heights High School to Shaker Heights Police Department,,OH,US,2020-10-17,,,,,,,general protesters,against racial profiling of Black men by local police,1,march,,,,,1,1,https://www.news5cleveland.com/news/local-news/oh-cuyahoga/racial-profiling-protest-planned-for-saturday-afternoon-in-shaker-heights,,,,
Shelbyville,,,TN,US,2020-10-17,,,,,,,general protesters,"against racism, against the Ku Klux Klan",1,rally,,,,,1,1,https://www.t-g.com/story/2841512.html,,,Y'all Means Y'all Rally,
Tallahassee,Florida Supreme Court,,FL,US,2020-10-17,roughly 20 Trump supporters,20,,20,,,general protesters,for President Trump,2,counter-protest,,,,,1,1,https://www.tallahassee.com/story/news/2020/10/17/power-peaceful-tallahasseeans-join-womens-march/3694158001/,,,Opposed to Women's March.,
